,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_module__last_activation,param_optimizer,param_optimizer__weight_decay,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
14,296.25166070461273,1.9723974466323853,73.93895852565765,4.173190951347351,32,,<class 'torch.optim.adam.Adam'>,0.01,"{'batch_size': 32, 'module__last_activation': None, 'optimizer': <class 'torch.optim.adam.Adam'>, 'optimizer__weight_decay': 0.01}",0.5000663663729392,0.6028576243517796,0.5514619953623594,0.05139562898942018,41
15,278.60862958431244,2.7707520723342896,72.63774693012238,3.207032799720764,32,,<class 'torch.optim.sgd.SGD'>,0.001,"{'batch_size': 32, 'module__last_activation': None, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__weight_decay': 0.001}",0.5689940587378289,0.718303753079004,0.6436489059084165,0.07465484717058751,8
16,276.90168261528015,1.8466401100158691,72.19990909099579,3.650965094566345,32,,<class 'torch.optim.sgd.SGD'>,0.005,"{'batch_size': 32, 'module__last_activation': None, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__weight_decay': 0.005}",0.583221205495987,0.7074191555849195,0.6453201805404533,0.062098975044466265,7
17,281.5351586341858,1.6199228763580322,74.88666093349457,1.9854494333267212,32,,<class 'torch.optim.sgd.SGD'>,0.01,"{'batch_size': 32, 'module__last_activation': None, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__weight_decay': 0.01}",0.5740010308655982,0.7259789593751743,0.6499899951203862,0.07598896425478807,3
18,263.3878195285797,2.3579788208007812,71.93868827819824,5.766065835952759,64,softmax,<class 'torch.optim.adam.Adam'>,0.001,"{'batch_size': 64, 'module__last_activation': 'softmax', 'optimizer': <class 'torch.optim.adam.Adam'>, 'optimizer__weight_decay': 0.001}",0.5013988187039565,0.7049104319604942,0.6031546253322253,0.10175580662826883,22
19,265.80469357967377,3.3807467222213745,76.29623866081238,2.3732430934906006,64,softmax,<class 'torch.optim.adam.Adam'>,0.005,"{'batch_size': 64, 'module__last_activation': 'softmax', 'optimizer': <class 'torch.optim.adam.Adam'>, 'optimizer__weight_decay': 0.005}",0.49714473181598173,0.5945169173412158,0.5458308245785988,0.04868609276261704,42
20,262.2670404911041,3.126333236694336,71.83403778076172,4.80308985710144,64,softmax,<class 'torch.optim.adam.Adam'>,0.01,"{'batch_size': 64, 'module__last_activation': 'softmax', 'optimizer': <class 'torch.optim.adam.Adam'>, 'optimizer__weight_decay': 0.01}",0.49811775976537287,0.5693371087831411,0.5337274342742571,0.03560967450888414,50
21,257.7751764059067,3.106667637825012,75.08134818077087,2.1701529026031494,64,softmax,<class 'torch.optim.sgd.SGD'>,0.001,"{'batch_size': 64, 'module__last_activation': 'softmax', 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__weight_decay': 0.001}",0.5584951110006965,0.689613872122803,0.6240544915617497,0.06555938056105326,11
22,256.3393807411194,1.9604568481445312,72.60265934467316,3.4928404092788696,64,softmax,<class 'torch.optim.sgd.SGD'>,0.005,"{'batch_size': 64, 'module__last_activation': 'softmax', 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__weight_decay': 0.005}",0.5743997036964854,0.6679660358437056,0.6211828697700955,0.046783166073610105,14
23,254.6677417755127,3.393549680709839,77.49561822414398,0.5081409215927124,64,softmax,<class 'torch.optim.sgd.SGD'>,0.01,"{'batch_size': 64, 'module__last_activation': 'softmax', 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__weight_decay': 0.01}",0.5758399337495769,0.6614073200951965,0.6186236269223867,0.042783693172809834,17
24,261.50979006290436,0.19110524654388428,74.59188723564148,6.0302207469940186,64,sigmoid,<class 'torch.optim.adam.Adam'>,0.001,"{'batch_size': 64, 'module__last_activation': 'sigmoid', 'optimizer': <class 'torch.optim.adam.Adam'>, 'optimizer__weight_decay': 0.001}",0.5000053097887498,0.6964927765075312,0.5982490431481404,0.09824373335939068,23
25,265.3142570257187,3.607521891593933,75.51995646953583,5.141724228858948,64,sigmoid,<class 'torch.optim.adam.Adam'>,0.005,"{'batch_size': 64, 'module__last_activation': 'sigmoid', 'optimizer': <class 'torch.optim.adam.Adam'>, 'optimizer__weight_decay': 0.005}",0.49692325430587,0.5848661527546992,0.5408947035302846,0.04397144922441462,44
26,260.3249976634979,4.840738534927368,74.14773166179657,8.44294536113739,64,sigmoid,<class 'torch.optim.adam.Adam'>,0.01,"{'batch_size': 64, 'module__last_activation': 'sigmoid', 'optimizer': <class 'torch.optim.adam.Adam'>, 'optimizer__weight_decay': 0.01}",0.5000568167076427,0.5668203874879802,0.5334386020978115,0.03338178539016878,51
27,257.032838344574,0.5254993438720703,70.65956735610962,5.2647926807403564,64,sigmoid,<class 'torch.optim.sgd.SGD'>,0.001,"{'batch_size': 64, 'module__last_activation': 'sigmoid', 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__weight_decay': 0.001}",0.5455604550580052,0.6912504464047569,0.618405450731381,0.07284499567337582,18
28,258.63079488277435,0.5389903783798218,69.97382032871246,0.6893333196640015,64,sigmoid,<class 'torch.optim.sgd.SGD'>,0.005,"{'batch_size': 64, 'module__last_activation': 'sigmoid', 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__weight_decay': 0.005}",0.5755324979767489,0.6641622547182832,0.6198473763475161,0.04431487837076714,16
29,256.75659930706024,4.940178275108337,77.20458257198334,2.3198176622390747,64,sigmoid,<class 'torch.optim.sgd.SGD'>,0.01,"{'batch_size': 64, 'module__last_activation': 'sigmoid', 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__weight_decay': 0.01}",0.5596986144968571,0.6847729955850045,0.6222358050409308,0.0625371905440737,12
30,265.6292462348938,6.541987895965576,70.62676620483398,0.4125494956970215,64,,<class 'torch.optim.adam.Adam'>,0.001,"{'batch_size': 64, 'module__last_activation': None, 'optimizer': <class 'torch.optim.adam.Adam'>, 'optimizer__weight_decay': 0.001}",0.5006493636087269,0.6608045092265916,0.5807269364176593,0.08007757280893235,33
31,265.2776665687561,2.3306026458740234,74.37912213802338,2.4520479440689087,64,,<class 'torch.optim.adam.Adam'>,0.005,"{'batch_size': 64, 'module__last_activation': None, 'optimizer': <class 'torch.optim.adam.Adam'>, 'optimizer__weight_decay': 0.005}",0.4934007519001607,0.5723402938617458,0.5328705228809533,0.039469770980792546,52
